TITLE = 'solution of Poisson Equation'
VARIABLES = X, Y, Result 
ZONE T=All, I=41, J=41, F=POINT
0.000000   0.000000        0.00000
0.025000   0.000000        0.00000
0.050000   0.000000        0.00000
0.075000   0.000000        0.00000
0.100000   0.000000        0.00000
0.125000   0.000000        0.00000
0.150000   0.000000        0.00000
0.175000   0.000000        0.00000
0.200000   0.000000        0.00000
0.225000   0.000000        0.00000
0.250000   0.000000        0.00000
0.275000   0.000000        0.00000
0.300000   0.000000        0.00000
0.325000   0.000000        0.00000
0.350000   0.000000        0.00000
0.375000   0.000000        0.00000
0.400000   0.000000        0.00000
0.425000   0.000000        0.00000
0.450000   0.000000        0.00000
0.475000   0.000000        0.00000
0.500000   0.000000        0.00000
0.525000   0.000000        0.00000
0.550000   0.000000        0.00000
0.575000   0.000000        0.00000
0.600000   0.000000        0.00000
0.625000   0.000000        0.00000
0.650000   0.000000        0.00000
0.675000   0.000000        0.00000
0.700000   0.000000        0.00000
0.725000   0.000000        0.00000
0.750000   0.000000        0.00000
0.775000   0.000000        0.00000
0.800000   0.000000        0.00000
0.825000   0.000000        0.00000
0.850000   0.000000        0.00000
0.875000   0.000000        0.00000
0.900000   0.000000        0.00000
0.925000   0.000000        0.00000
0.950000   0.000000        0.00000
0.975000   0.000000        0.00000
1.000000   0.000000        0.00000
0.000000   0.025000        0.00000
0.025000   0.025000        0.00009
0.050000   0.025000        0.00032
0.075000   0.025000        0.00043
0.100000   0.025000        0.00064
0.125000   0.025000        0.00076
0.150000   0.025000        0.00095
0.175000   0.025000        0.00107
0.200000   0.025000        0.00124
0.225000   0.025000        0.00135
0.250000   0.025000        0.00149
0.275000   0.025000        0.00159
0.300000   0.025000        0.00171
0.325000   0.025000        0.00179
0.350000   0.025000        0.00188
0.375000   0.025000        0.00194
0.400000   0.025000        0.00201
0.425000   0.025000        0.00205
0.450000   0.025000        0.00209
0.475000   0.025000        0.00210
0.500000   0.025000        0.00212
0.525000   0.025000        0.00210
0.550000   0.025000        0.00209
0.575000   0.025000        0.00205
0.600000   0.025000        0.00201
0.625000   0.025000        0.00194
0.650000   0.025000        0.00188
0.675000   0.025000        0.00179
0.700000   0.025000        0.00171
0.725000   0.025000        0.00159
0.750000   0.025000        0.00149
0.775000   0.025000        0.00135
0.800000   0.025000        0.00124
0.825000   0.025000        0.00107
0.850000   0.025000        0.00095
0.875000   0.025000        0.00076
0.900000   0.025000        0.00064
0.925000   0.025000        0.00043
0.950000   0.025000        0.00032
0.975000   0.025000        0.00009
1.000000   0.025000        0.00000
0.000000   0.050000        0.00000
0.025000   0.050000        0.00032
0.050000   0.050000        0.00114
0.075000   0.050000        0.00155
0.100000   0.050000        0.00229
0.125000   0.050000        0.00272
0.150000   0.050000        0.00339
0.175000   0.050000        0.00381
0.200000   0.050000        0.00440
0.225000   0.050000        0.00480
0.250000   0.050000        0.00531
0.275000   0.050000        0.00566
0.300000   0.050000        0.00608
0.325000   0.050000        0.00637
