TITLE = 'solution of Poisson Equation'
 No.   Coord-x,  Coord-y   Result_SPh   Exact_Solution
 384   0.225000   0.350000          0.0283    0.029315
 425   0.250000   0.350000          0.0313    0.031918
 466   0.275000   0.350000          0.0334    0.034324
 507   0.300000   0.350000          0.0359    0.036518
 548   0.325000   0.350000          0.0376    0.038487
 589   0.350000   0.350000          0.0396    0.040219
 630   0.375000   0.350000          0.0409    0.041703
 671   0.400000   0.350000          0.0423    0.042930
 712   0.425000   0.350000          0.0431    0.043892
 753   0.450000   0.350000          0.0439    0.044583
 794   0.475000   0.350000          0.0442    0.045000
 835   0.500000   0.350000          0.0445    0.045139
 876   0.525000   0.350000          0.0442    0.045000
 917   0.550000   0.350000          0.0439    0.044583
 958   0.575000   0.350000          0.0431    0.043892
 999   0.600000   0.350000          0.0423    0.042930
 1040   0.625000   0.350000          0.0409    0.041703
 1081   0.650000   0.350000          0.0396    0.040219
 1122   0.675000   0.350000          0.0376    0.038487
 1163   0.700000   0.350000          0.0359    0.036518
 1204   0.725000   0.350000          0.0334    0.034324
 1245   0.750000   0.350000          0.0313    0.031918
 1286   0.775000   0.350000          0.0283    0.029315
 1327   0.800000   0.350000          0.0260    0.026532
 1368   0.825000   0.350000          0.0225    0.023585
 1409   0.850000   0.350000          0.0200    0.020493
 1450   0.875000   0.350000          0.0161    0.017274
 1491   0.900000   0.350000          0.0135    0.013949
 1532   0.925000   0.350000          0.0091    0.010537
 1573   0.950000   0.350000          0.0067    0.007061
 1614   0.975000   0.350000          0.0019    0.003542
 1655   1.000000   0.350000          0.0000    0.000000
 16   0.000000   0.375000          0.0000    0.000000
 57   0.025000   0.375000          0.0019    0.003672
 98   0.050000   0.375000          0.0069    0.007322
 139   0.075000   0.375000          0.0094    0.010926
 180   0.100000   0.375000          0.0139    0.014463
 221   0.125000   0.375000          0.0166    0.017911
 262   0.150000   0.375000          0.0206    0.021249
 303   0.175000   0.375000          0.0232    0.024455
 344   0.200000   0.375000          0.0268    0.027511
 385   0.225000   0.375000          0.0293    0.030397
 426   0.250000   0.375000          0.0324    0.033096
 467   0.275000   0.375000          0.0345    0.035590
 508   0.300000   0.375000          0.0371    0.037865
 549   0.325000   0.375000          0.0389    0.039907
 590   0.350000   0.375000          0.0409    0.041703
 631   0.375000   0.375000          0.0422    0.043242
 672   0.400000   0.375000          0.0437    0.044514
 713   0.425000   0.375000          0.0445    0.045511
 754   0.450000   0.375000          0.0454    0.046228
 795   0.475000   0.375000          0.0457    0.046660
 836   0.500000   0.375000          0.0460    0.046804
 877   0.525000   0.375000          0.0457    0.046660
 918   0.550000   0.375000          0.0454    0.046228
 959   0.575000   0.375000          0.0445    0.045511
 1000   0.600000   0.375000          0.0437    0.044514
 1041   0.625000   0.375000          0.0422    0.043242
 1082   0.650000   0.375000          0.0409    0.041703
 1123   0.675000   0.375000          0.0389    0.039907
 1164   0.700000   0.375000          0.0371    0.037865
 1205   0.725000   0.375000          0.0345    0.035590
 1246   0.750000   0.375000          0.0324    0.033096
 1287   0.775000   0.375000          0.0293    0.030397
 1328   0.800000   0.375000          0.0268    0.027511
 1369   0.825000   0.375000          0.0232    0.024455
 1410   0.850000   0.375000          0.0206    0.021249
 1451   0.875000   0.375000          0.0166    0.017911
 1492   0.900000   0.375000          0.0139    0.014463
 1533   0.925000   0.375000          0.0094    0.010926
 1574   0.950000   0.375000          0.0069    0.007322
 1615   0.975000   0.375000          0.0019    0.003672
 1656   1.000000   0.375000          0.0000    0.000000
 17   0.000000   0.400000          0.0000    0.000000
 58   0.025000   0.400000          0.0020    0.003780
 99   0.050000   0.400000          0.0072    0.007537
 140   0.075000   0.400000          0.0098    0.011248
 181   0.100000   0.400000          0.0144    0.014889
 222   0.125000   0.400000          0.0172    0.018438
 263   0.150000   0.400000          0.0214    0.021874
 304   0.175000   0.400000          0.0241    0.025175
 345   0.200000   0.400000          0.0278    0.028320
 386   0.225000   0.400000          0.0303    0.031291
 427   0.250000   0.400000          0.0335    0.034069
 468   0.275000   0.400000          0.0357    0.036637
 509   0.300000   0.400000          0.0384    0.038979
 550   0.325000   0.400000          0.0402    0.041081
 591   0.350000   0.400000          0.0423    0.042930
 632   0.375000   0.400000          0.0437    0.044514
 673   0.400000   0.400000          0.0452    0.045823
 714   0.425000   0.400000          0.0460    0.046850
 755   0.450000   0.400000          0.0469    0.047588
 796   0.475000   0.400000          0.0472    0.048033
 837   0.500000   0.400000          0.0475    0.048181
 878   0.525000   0.400000          0.0472    0.048033
 919   0.550000   0.400000          0.0469    0.047588
 960   0.575000   0.400000          0.0460    0.046850
 1001   0.600000   0.400000          0.0452    0.045823
 1042   0.625000   0.400000          0.0437    0.044514
 1083   0.650000   0.400000          0.0423    0.042930
 1124   0.675000   0.400000          0.0402    0.041081
 1165   0.700000   0.400000          0.0384    0.038979
 1206   0.725000   0.400000          0.0357    0.036637
 1247   0.750000   0.400000          0.0335    0.034069
 1288   0.775000   0.400000          0.0303    0.031291
 1329   0.800000   0.400000          0.0278    0.028320
 1370   0.825000   0.400000          0.0241    0.025175
 1411   0.850000   0.400000          0.0214    0.021874
 1452   0.875000   0.400000          0.0172    0.018438
 1493   0.900000   0.400000          0.0144    0.014889
 1534   0.925000   0.400000          0.0098    0.011248
 1575   0.950000   0.400000          0.0072    0.007537
 1616   0.975000   0.400000          0.0020    0.003780
 1657   1.000000   0.400000          0.0000    0.000000
 18   0.000000   0.425000          0.0000    0.000000
 59   0.025000   0.425000          0.0020    0.003865
 100   0.050000   0.425000          0.0073    0.007706
 141   0.075000   0.425000          0.0099    0.011500
 182   0.100000   0.425000          0.0147    0.015222
 223   0.125000   0.425000          0.0175    0.018851
 264   0.150000   0.425000          0.0218    0.022364
 305   0.175000   0.425000          0.0245    0.025739
 346   0.200000   0.425000          0.0283    0.028955
 387   0.225000   0.425000          0.0309    0.031992
 428   0.250000   0.425000          0.0341    0.034833
 469   0.275000   0.425000          0.0364    0.037458
 510   0.300000   0.425000          0.0391    0.039853
 551   0.325000   0.425000          0.0410    0.042002
 592   0.350000   0.425000          0.0431    0.043892
 633   0.375000   0.425000          0.0445    0.045511
 674   0.400000   0.425000          0.0460    0.046850
 715   0.425000   0.425000          0.0469    0.047900
 756   0.450000   0.425000          0.0478    0.048654
 797   0.475000   0.425000          0.0481    0.049109
 838   0.500000   0.425000          0.0484    0.049261
 879   0.525000   0.425000          0.0481    0.049109
 920   0.550000   0.425000          0.0478    0.048654
 961   0.575000   0.425000          0.0469    0.047900
 1002   0.600000   0.425000          0.0460    0.046850
 1043   0.625000   0.425000          0.0445    0.045511
 1084   0.650000   0.425000          0.0431    0.043892
 1125   0.675000   0.425000          0.0410    0.042002
 1166   0.700000   0.425000          0.0391    0.039853
 1207   0.725000   0.425000          0.0364    0.037458
 1248   0.750000   0.425000          0.0341    0.034833
 1289   0.775000   0.425000          0.0309    0.031992
 1330   0.800000   0.425000          0.0283    0.028955
 1371   0.825000   0.425000          0.0245    0.025739
 1412   0.850000   0.425000          0.0218    0.022364
 1453   0.875000   0.425000          0.0175    0.018851
 1494   0.900000   0.425000          0.0147    0.015222
 1535   0.925000   0.425000          0.0099    0.011500
 1576   0.950000   0.425000          0.0073    0.007706
 1617   0.975000   0.425000          0.0020    0.003865
 1658   1.000000   0.425000          0.0000    0.000000
 19   0.000000   0.450000          0.0000    0.000000
 60   0.025000   0.450000          0.0021    0.003926
 101   0.050000   0.450000          0.0074    0.007827
 142   0.075000   0.450000          0.0101    0.011681
 183   0.100000   0.450000          0.0150    0.015462
 224   0.125000   0.450000          0.0178    0.019148
 265   0.150000   0.450000          0.0222    0.022716
 306   0.175000   0.450000          0.0250    0.026144
 347   0.200000   0.450000          0.0288    0.029411
 388   0.225000   0.450000          0.0315    0.032496
 429   0.250000   0.450000          0.0348    0.035381
 470   0.275000   0.450000          0.0371    0.038048
 511   0.300000   0.450000          0.0399    0.040481
 552   0.325000   0.450000          0.0418    0.042663
 593   0.350000   0.450000          0.0439    0.044583
 634   0.375000   0.450000          0.0454    0.046228
 675   0.400000   0.450000          0.0469    0.047588
 716   0.425000   0.450000          0.0478    0.048654
 757   0.450000   0.450000          0.0488    0.049421
 798   0.475000   0.450000          0.0491    0.049883
 839   0.500000   0.450000          0.0494    0.050037
 880   0.525000   0.450000          0.0491    0.049883
 921   0.550000   0.450000          0.0488    0.049421
 962   0.575000   0.450000          0.0478    0.048654
 1003   0.600000   0.450000          0.0469    0.047588
 1044   0.625000   0.450000          0.0454    0.046228
 1085   0.650000   0.450000          0.0439    0.044583
 1126   0.675000   0.450000          0.0418    0.042663
 1167   0.700000   0.450000          0.0399    0.040481
 1208   0.725000   0.450000          0.0371    0.038048
 1249   0.750000   0.450000          0.0348    0.035381
 1290   0.775000   0.450000          0.0315    0.032496
 1331   0.800000   0.450000          0.0288    0.029411
 1372   0.825000   0.450000          0.0250    0.026144
 1413   0.850000   0.450000          0.0222    0.022716
 1454   0.875000   0.450000          0.0178    0.019148
 1495   0.900000   0.450000          0.0150    0.015462
 1536   0.925000   0.450000          0.0101    0.011681
 1577   0.950000   0.450000          0.0074    0.007827
 1618   0.975000   0.450000          0.0021    0.003926
 1659   1.000000   0.450000          0.0000    0.000000
 20   0.000000   0.475000          0.0000    0.000000
 61   0.025000   0.475000          0.0021    0.003963
 102   0.050000   0.475000          0.0075    0.007901
 143   0.075000   0.475000          0.0102    0.011790
 184   0.100000   0.475000          0.0151    0.015607
 225   0.125000   0.475000          0.0179    0.019327
 266   0.150000   0.475000          0.0223    0.022929
 307   0.175000   0.475000          0.0251    0.026388
 348   0.200000   0.475000          0.0290    0.029686
 389   0.225000   0.475000          0.0317    0.032800
 430   0.250000   0.475000          0.0350    0.035712
 471   0.275000   0.475000          0.0373    0.038404
 512   0.300000   0.475000          0.0401    0.040859
 553   0.325000   0.475000          0.0420    0.043062
 594   0.350000   0.475000          0.0442    0.045000
 635   0.375000   0.475000          0.0457    0.046660
 676   0.400000   0.475000          0.0472    0.048033
 717   0.425000   0.475000          0.0481    0.049109
 758   0.450000   0.475000          0.0491    0.049883
 799   0.475000   0.475000          0.0494    0.050349
 840   0.500000   0.475000          0.0497    0.050504
 881   0.525000   0.475000          0.0494    0.050349
 922   0.550000   0.475000          0.0491    0.049883
 963   0.575000   0.475000          0.0481    0.049109
 1004   0.600000   0.475000          0.0472    0.048033
 1045   0.625000   0.475000          0.0457    0.046660
 1086   0.650000   0.475000          0.0442    0.045000
 1127   0.675000   0.475000          0.0420    0.043062
 1168   0.700000   0.475000          0.0401    0.040859
 1209   0.725000   0.475000          0.0373    0.038404
 1250   0.750000   0.475000          0.0350    0.035712
 1291   0.775000   0.475000          0.0317    0.032800
 1332   0.800000   0.475000          0.0290    0.029686
 1373   0.825000   0.475000          0.0251    0.026388
 1414   0.850000   0.475000          0.0223    0.022929
 1455   0.875000   0.475000          0.0179    0.019327
 1496   0.900000   0.475000          0.0151    0.015607
 1537   0.925000   0.475000          0.0102    0.011790
 1578   0.950000   0.475000          0.0075    0.007901
 1619   0.975000   0.475000          0.0021    0.003963
 1660   1.000000   0.475000          0.0000    0.000000
 21   0.000000   0.500000          0.0000    0.000000
 62   0.025000   0.500000          0.0021    0.003975
 103   0.050000   0.500000          0.0075    0.007925
 144   0.075000   0.500000          0.0103    0.011826
 185   0.100000   0.500000          0.0152    0.015655
 226   0.125000   0.500000          0.0181    0.019387
 267   0.150000   0.500000          0.0225    0.022999
 308   0.175000   0.500000          0.0253    0.026470
 349   0.200000   0.500000          0.0292    0.029778
 390   0.225000   0.500000          0.0319    0.032901
 431   0.250000   0.500000          0.0352    0.035822
 472   0.275000   0.500000          0.0376    0.038523
 513   0.300000   0.500000          0.0404    0.040985
 554   0.325000   0.500000          0.0423    0.043195
 595   0.350000   0.500000          0.0445    0.045139
 636   0.375000   0.500000          0.0460    0.046804
 677   0.400000   0.500000          0.0475    0.048181
 718   0.425000   0.500000          0.0484    0.049261
 759   0.450000   0.500000          0.0494    0.050037
 800   0.475000   0.500000          0.0497    0.050504
 841   0.500000   0.500000          0.0500    0.050661
 882   0.525000   0.500000          0.0497    0.050504
 923   0.550000   0.500000          0.0494    0.050037
 964   0.575000   0.500000          0.0484    0.049261
 1005   0.600000   0.500000          0.0475    0.048181
 1046   0.625000   0.500000          0.0460    0.046804
 1087   0.650000   0.500000          0.0445    0.045139
 1128   0.675000   0.500000          0.0423    0.043195
 1169   0.700000   0.500000          0.0404    0.040985
 1210   0.725000   0.500000          0.0376    0.038523
 1251   0.750000   0.500000          0.0352    0.035822
 1292   0.775000   0.500000          0.0319    0.032901
 1333   0.800000   0.500000          0.0292    0.029778
 1374   0.825000   0.500000          0.0253    0.026470
 1415   0.850000   0.500000          0.0225    0.022999
 1456   0.875000   0.500000          0.0181    0.019387
 1497   0.900000   0.500000          0.0152    0.015655
 1538   0.925000   0.500000          0.0103    0.011826
 1579   0.950000   0.500000          0.0075    0.007925
 1620   0.975000   0.500000          0.0021    0.003975
 1661   1.000000   0.500000          0.0000    0.000000
 22   0.000000   0.525000          0.0000    0.000000
 63   0.025000   0.525000          0.0021    0.003963
 104   0.050000   0.525000          0.0075    0.007901
 145   0.075000   0.525000          0.0102    0.011790
 186   0.100000   0.525000          0.0151    0.015607
 227   0.125000   0.525000          0.0179    0.019327
 268   0.150000   0.525000          0.0223    0.022929
 309   0.175000   0.525000          0.0251    0.026388
 350   0.200000   0.525000          0.0290    0.029686
 391   0.225000   0.525000          0.0317    0.032800
 432   0.250000   0.525000          0.0350    0.035712
 473   0.275000   0.525000          0.0373    0.038404
 514   0.300000   0.525000          0.0401    0.040859
 555   0.325000   0.525000          0.0420    0.043062
 596   0.350000   0.525000          0.0442    0.045000
 637   0.375000   0.525000          0.0457    0.046660
 678   0.400000   0.525000          0.0472    0.048033
 719   0.425000   0.525000          0.0481    0.049109
 760   0.450000   0.525000          0.0491    0.049883
 801   0.475000   0.525000          0.0494    0.050349
 842   0.500000   0.525000          0.0497    0.050504
 883   0.525000   0.525000          0.0494    0.050349
 924   0.550000   0.525000          0.0491    0.049883
 965   0.575000   0.525000          0.0481    0.049109
 1006   0.600000   0.525000          0.0472    0.048033
 1047   0.625000   0.525000          0.0457    0.046660
 1088   0.650000   0.525000          0.0442    0.045000
 1129   0.675000   0.525000          0.0420    0.043062
 1170   0.700000   0.525000          0.0401    0.040859
 1211   0.725000   0.525000          0.0373    0.038404
 1252   0.750000   0.525000          0.0350    0.035712
 1293   0.775000   0.525000          0.0317    0.032800
 1334   0.800000   0.525000          0.0290    0.029686
 1375   0.825000   0.525000          0.0251    0.026388
 1416   0.850000   0.525000          0.0223    0.022929
 1457   0.875000   0.525000          0.0179    0.019327
 1498   0.900000   0.525000          0.0151    0.015607
 1539   0.925000   0.525000          0.0102    0.011790
 1580   0.950000   0.525000          0.0075    0.007901
 1621   0.975000   0.525000          0.0021    0.003963
 1662   1.000000   0.525000          0.0000    0.000000
 23   0.000000   0.550000          0.0000    0.000000
 64   0.025000   0.550000          0.0021    0.003926
 105   0.050000   0.550000          0.0074    0.007827
 146   0.075000   0.550000          0.0101    0.011681
 187   0.100000   0.550000          0.0150    0.015462
 228   0.125000   0.550000          0.0178    0.019148
 269   0.150000   0.550000          0.0222    0.022716
 310   0.175000   0.550000          0.0250    0.026144
 351   0.200000   0.550000          0.0288    0.029411
 392   0.225000   0.550000          0.0315    0.032496
 433   0.250000   0.550000          0.0348    0.035381
 474   0.275000   0.550000          0.0371    0.038048
 515   0.300000   0.550000          0.0399    0.040481
 556   0.325000   0.550000          0.0418    0.042663
 597   0.350000   0.550000          0.0439    0.044583
 638   0.375000   0.550000          0.0454    0.046228
 679   0.400000   0.550000          0.0469    0.047588
 720   0.425000   0.550000          0.0478    0.048654
 761   0.450000   0.550000          0.0488    0.049421
 802   0.475000   0.550000          0.0491    0.049883
 843   0.500000   0.550000          0.0494    0.050037
 884   0.525000   0.550000          0.0491    0.049883
 925   0.550000   0.550000          0.0488    0.049421
 966   0.575000   0.550000          0.0478    0.048654
 1007   0.600000   0.550000          0.0469    0.047588
 1048   0.625000   0.550000          0.0454    0.046228
 1089   0.650000   0.550000          0.0439    0.044583
 1130   0.675000   0.550000          0.0418    0.042663
 1171   0.700000   0.550000          0.0399    0.040481
 1212   0.725000   0.550000          0.0371    0.038048
 1253   0.750000   0.550000          0.0348    0.035381
 1294   0.775000   0.550000          0.0315    0.032496
 1335   0.800000   0.550000          0.0288    0.029411
 1376   0.825000   0.550000          0.0250    0.026144
 1417   0.850000   0.550000          0.0222    0.022716
 1458   0.875000   0.550000          0.0178    0.019148
 1499   0.900000   0.550000          0.0150    0.015462
 1540   0.925000   0.550000          0.0101    0.011681
 1581   0.950000   0.550000          0.0074    0.007827
 1622   0.975000   0.550000          0.0021    0.003926
 1663   1.000000   0.550000          0.0000    0.000000
 24   0.000000   0.575000          0.0000    0.000000
 65   0.025000   0.575000          0.0020    0.003865
 106   0.050000   0.575000          0.0073    0.007706
 147   0.075000   0.575000          0.0099    0.011500
 188   0.100000   0.575000          0.0147    0.015222
 229   0.125000   0.575000          0.0175    0.018851
 270   0.150000   0.575000          0.0218    0.022364
 311   0.175000   0.575000          0.0245    0.025739
 352   0.200000   0.575000          0.0283    0.028955
 393   0.225000   0.575000          0.0309    0.031992
 434   0.250000   0.575000          0.0341    0.034833
 475   0.275000   0.575000          0.0364    0.037458
 516   0.300000   0.575000          0.0391    0.039853
 557   0.325000   0.575000          0.0410    0.042002
 598   0.350000   0.575000          0.0431    0.043892
 639   0.375000   0.575000          0.0445    0.045511
 680   0.400000   0.575000          0.0460    0.046850
 721   0.425000   0.575000          0.0469    0.047900
 762   0.450000   0.575000          0.0478    0.048654
 803   0.475000   0.575000          0.0481    0.049109
 844   0.500000   0.575000          0.0484    0.049261
 885   0.525000   0.575000          0.0481    0.049109
 926   0.550000   0.575000          0.0478    0.048654
 967   0.575000   0.575000          0.0469    0.047900
 1008   0.600000   0.575000          0.0460    0.046850
 1049   0.625000   0.575000          0.0445    0.045511
 1090   0.650000   0.575000          0.0431    0.043892
 1131   0.675000   0.575000          0.0410    0.042002
 1172   0.700000   0.575000          0.0391    0.039853
 1213   0.725000   0.575000          0.0364    0.037458
 1254   0.750000   0.575000          0.0341    0.034833
 1295   0.775000   0.575000          0.0309    0.031992
 1336   0.800000   0.575000          0.0283    0.028955
 1377   0.825000   0.575000          0.0245    0.025739
 1418   0.850000   0.575000          0.0218    0.022364
 1459   0.875000   0.575000          0.0175    0.018851
 1500   0.900000   0.575000          0.0147    0.015222
 1541   0.925000   0.575000          0.0099    0.011500
 1582   0.950000   0.575000          0.0073    0.007706
 1623   0.975000   0.575000          0.0020    0.003865
 1664   1.000000   0.575000          0.0000    0.000000
 25   0.000000   0.600000          0.0000    0.000000
 66   0.025000   0.600000          0.0020    0.003780
 107   0.050000   0.600000          0.0072    0.007537
 148   0.075000   0.600000          0.0098    0.011248
 189   0.100000   0.600000          0.0144    0.014889
 230   0.125000   0.600000          0.0172    0.018438
 271   0.150000   0.600000          0.0214    0.021874
 312   0.175000   0.600000          0.0241    0.025175
 353   0.200000   0.600000          0.0278    0.028320
 394   0.225000   0.600000          0.0303    0.031291
 435   0.250000   0.600000          0.0335    0.034069
 476   0.275000   0.600000          0.0357    0.036637
 517   0.300000   0.600000          0.0384    0.038979
 558   0.325000   0.600000          0.0402    0.041081
 599   0.350000   0.600000          0.0423    0.042930
 640   0.375000   0.600000          0.0437    0.044514
 681   0.400000   0.600000          0.0452    0.045823
 722   0.425000   0.600000          0.0460    0.046850
 763   0.450000   0.600000          0.0469    0.047588
 804   0.475000   0.600000          0.0472    0.048033
 845   0.500000   0.600000          0.0475    0.048181
 886   0.525000   0.600000          0.0472    0.048033
 927   0.550000   0.600000          0.0469    0.047588
 968   0.575000   0.600000          0.0460    0.046850
 1009   0.600000   0.600000          0.0452    0.045823
 1050   0.625000   0.600000          0.0437    0.044514
 1091   0.650000   0.600000          0.0423    0.042930
 1132   0.675000   0.600000          0.0402    0.041081
 1173   0.700000   0.600000          0.0384    0.038979
 1214   0.725000   0.600000          0.0357    0.036637
 1255   0.750000   0.600000          0.0335    0.034069
 1296   0.775000   0.600000          0.0303    0.031291
 1337   0.800000   0.600000          0.0278    0.028320
 1378   0.825000   0.600000          0.0241    0.025175
 1419   0.850000   0.600000          0.0214    0.021874
 1460   0.875000   0.600000          0.0172    0.018438
 1501   0.900000   0.600000          0.0144    0.014889
 1542   0.925000   0.600000          0.0098    0.011248
 1583   0.950000   0.600000          0.0072    0.007537
 1624   0.975000   0.600000          0.0020    0.003780
 1665   1.000000   0.600000          0.0000    0.000000
 26   0.000000   0.625000          0.0000    0.000000
 67   0.025000   0.625000          0.0019    0.003672
 108   0.050000   0.625000          0.0069    0.007322
 149   0.075000   0.625000          0.0094    0.010926
 190   0.100000   0.625000          0.0139    0.014463
 231   0.125000   0.625000          0.0166    0.017911
 272   0.150000   0.625000          0.0206    0.021249
 313   0.175000   0.625000          0.0232    0.024455
 354   0.200000   0.625000          0.0268    0.027511
 395   0.225000   0.625000          0.0293    0.030397
 436   0.250000   0.625000          0.0324    0.033096
 477   0.275000   0.625000          0.0345    0.035590
 518   0.300000   0.625000          0.0371    0.037865
 559   0.325000   0.625000          0.0389    0.039907
 600   0.350000   0.625000          0.0409    0.041703
 641   0.375000   0.625000          0.0422    0.043242
 682   0.400000   0.625000          0.0437    0.044514
 723   0.425000   0.625000          0.0445    0.045511
 764   0.450000   0.625000          0.0454    0.046228
 805   0.475000   0.625000          0.0457    0.046660
 846   0.500000   0.625000          0.0460    0.046804
 887   0.525000   0.625000          0.0457    0.046660
 928   0.550000   0.625000          0.0454    0.046228
 969   0.575000   0.625000          0.0445    0.045511
 1010   0.600000   0.625000          0.0437    0.044514
 1051   0.625000   0.625000          0.0422    0.043242
 1092   0.650000   0.625000          0.0409    0.041703
 1133   0.675000   0.625000          0.0389    0.039907
 1174   0.700000   0.625000          0.0371    0.037865
 1215   0.725000   0.625000          0.0345    0.035590
 1256   0.750000   0.625000          0.0324    0.033096
 1297   0.775000   0.625000          0.0293    0.030397
 1338   0.800000   0.625000          0.0268    0.027511
 1379   0.825000   0.625000          0.0232    0.024455
 1420   0.850000   0.625000          0.0206    0.021249
 1461   0.875000   0.625000          0.0166    0.017911
 1502   0.900000   0.625000          0.0139    0.014463
 1543   0.925000   0.625000          0.0094    0.010926
 1584   0.950000   0.625000          0.0069    0.007322
 1625   0.975000   0.625000          0.0019    0.003672
 1666   1.000000   0.625000          0.0000    0.000000
 27   0.000000   0.650000          0.0000    0.000000
 68   0.025000   0.650000          0.0019    0.003542
 109   0.050000   0.650000          0.0067    0.007061
 150   0.075000   0.650000          0.0091    0.010537
 191   0.100000   0.650000          0.0135    0.013949
 232   0.125000   0.650000          0.0161    0.017274
 273   0.150000   0.650000          0.0200    0.020493
 314   0.175000   0.650000          0.0225    0.023585
 355   0.200000   0.650000          0.0260    0.026532
 396   0.225000   0.650000          0.0283    0.029315
 437   0.250000   0.650000          0.0313    0.031918
 478   0.275000   0.650000          0.0334    0.034324
 519   0.300000   0.650000          0.0359    0.036518
 560   0.325000   0.650000          0.0376    0.038487
 601   0.350000   0.650000          0.0396    0.040219
 642   0.375000   0.650000          0.0409    0.041703
 683   0.400000   0.650000          0.0423    0.042930
 724   0.425000   0.650000          0.0431    0.043892
 765   0.450000   0.650000          0.0439    0.044583
 806   0.475000   0.650000          0.0442    0.045000
 847   0.500000   0.650000          0.0445    0.045139
 888   0.525000   0.650000          0.0442    0.045000
 929   0.550000   0.650000          0.0439    0.044583
 970   0.575000   0.650000          0.0431    0.043892
 1011   0.600000   0.650000          0.0423    0.042930
 1052   0.625000   0.650000          0.0409    0.041703
 1093   0.650000   0.650000          0.0396    0.040219
 1134   0.675000   0.650000          0.0376    0.038487
 1175   0.700000   0.650000          0.0359    0.036518
 1216   0.725000   0.650000          0.0334    0.034324
 1257   0.750000   0.650000          0.0313    0.031918
 1298   0.775000   0.650000          0.0283    0.029315
 1339   0.800000   0.650000          0.0260    0.026532
 1380   0.825000   0.650000          0.0225    0.023585
 1421   0.850000   0.650000          0.0200    0.020493
 1462   0.875000   0.650000          0.0161    0.017274
 1503   0.900000   0.650000          0.0135    0.013949
 1544   0.925000   0.650000          0.0091    0.010537
 1585   0.950000   0.650000          0.0067    0.007061
 1626   0.975000   0.650000          0.0019    0.003542
 1667   1.000000   0.650000          0.0000    0.000000
 28   0.000000   0.675000          0.0000    0.000000
 69   0.025000   0.675000          0.0018    0.003389
 110   0.050000   0.675000          0.0064    0.006757
 151   0.075000   0.675000          0.0087    0.010084
 192   0.100000   0.675000          0.0128    0.013348
 233   0.125000   0.675000          0.0153    0.016530
 274   0.150000   0.675000          0.0190    0.019610
 315   0.175000   0.675000          0.0214    0.022569
 356   0.200000   0.675000          0.0247    0.025390
 397   0.225000   0.675000          0.0269    0.028053
 438   0.250000   0.675000          0.0298    0.030544
 479   0.275000   0.675000          0.0318    0.032846
 520   0.300000   0.675000          0.0341    0.034946
 561   0.325000   0.675000          0.0358    0.036830
 602   0.350000   0.675000          0.0376    0.038487
 643   0.375000   0.675000          0.0389    0.039907
 684   0.400000   0.675000          0.0402    0.041081
 725   0.425000   0.675000          0.0410    0.042002
 766   0.450000   0.675000          0.0418    0.042663
 807   0.475000   0.675000          0.0420    0.043062
 848   0.500000   0.675000          0.0423    0.043195
 889   0.525000   0.675000          0.0420    0.043062
 930   0.550000   0.675000          0.0418    0.042663
 971   0.575000   0.675000          0.0410    0.042002
 1012   0.600000   0.675000          0.0402    0.041081
 1053   0.625000   0.675000          0.0389    0.039907
 1094   0.650000   0.675000          0.0376    0.038487
 1135   0.675000   0.675000          0.0358    0.036830
 1176   0.700000   0.675000          0.0341    0.034946
 1217   0.725000   0.675000          0.0318    0.032846
 1258   0.750000   0.675000          0.0298    0.030544
 1299   0.775000   0.675000          0.0269    0.028053
 1340   0.800000   0.675000          0.0247    0.025390
 1381   0.825000   0.675000          0.0214    0.022569
 1422   0.850000   0.675000          0.0190    0.019610
 1463   0.875000   0.675000          0.0153    0.016530
 1504   0.900000   0.675000          0.0128    0.013348
 1545   0.925000   0.675000          0.0087    0.010084
 1586   0.950000   0.675000          0.0064    0.006757
 1627   0.975000   0.675000          0.0018    0.003389
 1668   1.000000   0.675000          0.0000    0.000000
 29   0.000000   0.700000          0.0000    0.000000
 70   0.025000   0.700000          0.0017    0.003216
 111   0.050000   0.700000          0.0061    0.006412
 152   0.075000   0.700000          0.0083    0.009568
 193   0.100000   0.700000          0.0123    0.012665
 234   0.125000   0.700000          0.0146    0.015684
 275   0.150000   0.700000          0.0181    0.018607
 316   0.175000   0.700000          0.0204    0.021415
 357   0.200000   0.700000          0.0236    0.024091
 398   0.225000   0.700000          0.0257    0.026618
 439   0.250000   0.700000          0.0284    0.028981
 480   0.275000   0.700000          0.0303    0.031165
 521   0.300000   0.700000          0.0326    0.033158
 562   0.325000   0.700000          0.0341    0.034946
 603   0.350000   0.700000          0.0359    0.036518
 644   0.375000   0.700000          0.0371    0.037865
 685   0.400000   0.700000          0.0384    0.038979
 726   0.425000   0.700000          0.0391    0.039853
 767   0.450000   0.700000          0.0399    0.040481
 808   0.475000   0.700000          0.0401    0.040859
 849   0.500000   0.700000          0.0404    0.040985
 890   0.525000   0.700000          0.0401    0.040859
 931   0.550000   0.700000          0.0399    0.040481
 972   0.575000   0.700000          0.0391    0.039853
 1013   0.600000   0.700000          0.0384    0.038979
 1054   0.625000   0.700000          0.0371    0.037865
 1095   0.650000   0.700000          0.0359    0.036518
 1136   0.675000   0.700000          0.0341    0.034946
 1177   0.700000   0.700000          0.0326    0.033158
 1218   0.725000   0.700000          0.0303    0.031165
